"","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"dTMP.kinase..TIGR00041."," 0"," 0"," 0"," 0"," 7"," 0"," 0"," 0"," 6"," 0","20"," 4"," 0"," 3","11"," 5"," 0"
"non.canonical.purine.NTP.pyrophosphatase..RdgB.HAM1.family..TIGR00042."," 0"," 0"," 0"," 0"," 2"," 1"," 0"," 5"," 7"," 1","22"," 6","16"," 6"," 5"," 7"," 1"
"probable.rRNA.maturation.factor.YbeY..TIGR00043."," 0"," 0"," 0"," 0"," 4"," 1"," 2"," 2"," 6"," 3","22"," 3"," 8","10"," 4"," 7"," 0"
"pyridoxal.phosphate.enzyme..YggS.family..TIGR00044."," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 4"," 1"," 0","14"," 2","20","12"," 6"," 7"," 0"
"glycerate.kinase..TIGR00045."," 0"," 0"," 0"," 1"," 9"," 5"," 6"," 3"," 8"," 3","17"," 2","13"," 1"," 5","11"," 1"
"RNA.methyltransferase..RsmE.family..TIGR00046."," 0"," 0"," 0"," 0"," 7"," 2"," 0"," 3"," 9"," 4","21"," 3","18"," 9"," 5"," 5"," 0"
"X23S.rRNA..adenine.2503..C.2...methyltransferase..TIGR00048."," 0"," 0"," 0"," 0","21"," 4"," 3"," 8","15"," 7","57"," 5","48","40","30","49"," 2"
"iron.sulfur.cluster.assembly.accessory.protein..TIGR00049."," 0"," 0"," 0"," 0","12"," 1"," 3"," 3"," 0"," 0","14"," 0","12","17"," 8","17"," 2"
"RNA.methyltransferase..TrmH.family..group.1..TIGR00050."," 0"," 0"," 0"," 2"," 4"," 3"," 6"," 6"," 2"," 3","18"," 3","14"," 1"," 6"," 5"," 0"
"acyl.CoA.thioester.hydrolase..YbgC.YbaW.family..TIGR00051."," 0"," 1"," 0"," 0"," 2"," 3"," 1"," 4"," 1"," 1","31","11","13"," 6"," 3","16"," 0"
"nudix.type.nucleoside.diphosphatase..YffH.AdpP.family..TIGR00052."," 0"," 2"," 1"," 1"," 6"," 3"," 5"," 2"," 8"," 9","23","11","27"," 5"," 8","14"," 0"
"RIP.metalloprotease.RseP..TIGR00054."," 0"," 1"," 0"," 0"," 8"," 6"," 7","15","14","10","53"," 6","30","20"," 8","22"," 4"
"di.trans.poly.cis.decaprenylcistransferase..TIGR00055."," 0"," 0"," 0"," 3"," 5"," 5"," 3","11"," 5"," 0","20"," 0","27","38","18","17"," 0"
"ABC.transport.permease.subunit..TIGR00056."," 0"," 0"," 0"," 0"," 3"," 0"," 5"," 7","13"," 7","34"," 8","32","11","11","22"," 1"
"tRNA.threonylcarbamoyl.adenosine.modification.protein..Sua5.YciO.YrdC.YwlC.family..TIGR00057."," 0"," 0"," 0"," 0"," 8"," 0"," 2"," 3"," 0"," 5","25"," 0","21","23"," 3","16"," 0"
"ribosomal.protein.L17..TIGR00059."," 0"," 0"," 0"," 0","12"," 1"," 6"," 4"," 7"," 2","24"," 5","15","11"," 6","16"," 4"
"ribosomal.protein.L18..TIGR00060."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 2"," 0"," 6"," 0","11"," 4"," 4"," 5"," 0"
"ribosomal.protein.L21..TIGR00061.","0","0","0","0","0","0","1","1","0","0","7","0","6","3","0","6","0"
"ribosomal.protein.L27..TIGR00062."," 0"," 0"," 0"," 0"," 1"," 1"," 2"," 0"," 2"," 1","11"," 0"," 5"," 1"," 2"," 2"," 0"
"GTP.cyclohydrolase.I..TIGR00063."," 0"," 1"," 0"," 0","12"," 0"," 2"," 1"," 6"," 1","23"," 1","14","29","11"," 8"," 3"
"signal.recognition.particle.docking.protein.FtsY..TIGR00064."," 0"," 0"," 0"," 0"," 7"," 2"," 2"," 6"," 3"," 2","31"," 6","30","18","16","32"," 0"
"cell.division.protein.FtsZ..TIGR00065."," 0"," 0"," 0"," 1","11"," 1","11","16","10","28","73"," 0","30","50","31","35"," 4"
"gamma.glutamyltransferase..TIGR00066."," 0"," 3"," 0"," 0","10"," 0"," 2"," 3"," 1"," 0","89","11","39","43","25","95"," 0"
"glutamate.racemase..TIGR00067."," 0"," 0"," 0"," 0"," 8"," 1"," 6"," 5"," 5"," 0","31"," 0","21","14","14","21"," 1"
"lactoylglutathione.lyase..TIGR00068."," 1"," 1"," 0"," 3","12"," 8"," 3"," 6"," 6"," 3","20"," 2","11"," 2"," 2","11"," 2"
"histidinol.dehydrogenase..TIGR00069."," 0"," 0"," 0"," 1","18"," 0"," 0"," 0","10"," 5","57"," 0","51","26","10","44"," 0"
"ATP.phosphoribosyltransferase..TIGR00070."," 0"," 0"," 0"," 0","11"," 4","10"," 2"," 5","13","45"," 1","20","13","16","27"," 0"
"tRNA.pseudouridine.38.40..synthase..TIGR00071."," 0"," 1"," 0"," 0","15"," 3"," 5"," 7"," 7"," 7","37"," 2","27","15","15","14"," 2"
"hydrogenase.maturation.protease..TIGR00072.","0","0","0","0","1","0","0","0","2","0","0","0","0","0","9","1","0"
"hydrogenase.accessory.protein.HypB..TIGR00073.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"hydrogenase.assembly.chaperone.HypC.HupF..TIGR00074.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hydrogenase.expression.formation.protein.HypD..TIGR00075.","0","0","0","0","0","0","0","0","0","2","0","0","0","2","9","2","0"
"signal.peptidase.II..TIGR00077.","0","0","0","0","4","7","6","1","0","0","6","0","7","1","2","7","0"
"nicotinate.nucleotide.diphosphorylase..carboxylating...TIGR00078."," 1","26"," 0"," 0"," 8"," 0"," 2"," 6"," 4"," 3","26"," 3","20","22","20","12"," 0"
"peptide.deformylase..TIGR00079."," 0"," 0"," 0"," 0","13"," 0","14"," 4"," 3"," 0","48"," 3","17","16"," 9","30"," 0"
"protein.L.isoaspartate.O.methyltransferase..TIGR00080."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 1"," 0"," 0","19"," 0","11"," 8"," 4"," 4"," 0"
"phosphoribosylaminoimidazolesuccinocarboxamide.synthase..TIGR00081."," 0"," 0"," 0"," 0"," 1"," 1"," 8"," 8"," 4"," 1","30"," 0","14","19","18","20"," 4"
"ribosome.binding.factor.A..TIGR00082."," 0"," 1"," 0"," 0"," 1"," 6"," 0"," 5"," 5"," 1","14"," 4"," 5","17"," 5","15"," 1"
"riboflavin.biosynthesis.protein.RibF..TIGR00083."," 0"," 0"," 0"," 0"," 3"," 5"," 6"," 7","12"," 5","24"," 7","19","11","13","23"," 0"
"Holliday.junction.DNA.helicase.RuvA..TIGR00084."," 0"," 2"," 0"," 0"," 6"," 2"," 7"," 2"," 7"," 1","28"," 5","17"," 6"," 5"," 9"," 1"
"SsrA.binding.protein..TIGR00086."," 0"," 0"," 0"," 1"," 5"," 1"," 4"," 6"," 3"," 0","27"," 3","18","13"," 7","25"," 2"
"X5..3..nucleotidase.SurE..TIGR00087."," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 3"," 6"," 1","31"," 2","14","18","11"," 9"," 0"
"tRNA..guanine.37..N.1...methyltransferase..TIGR00088."," 0"," 0"," 0"," 0"," 6"," 0"," 6"," 6","13"," 2","34"," 4","17","27"," 0","20"," 0"
"radical.SAM.methylthiotransferase..MiaB.RimO.family..TIGR00089.","  0","  4","  0","  0"," 28","  3"," 20"," 22"," 22"," 22","172"," 16"," 84","112"," 57","124","  4"
"ribosome.silencing.factor..TIGR00090."," 0"," 0"," 0"," 1"," 2"," 0"," 1"," 2"," 0"," 1"," 9"," 0","14"," 9"," 5"," 7"," 0"
"tRNA..guanine.N.7....methyltransferase..TIGR00091."," 0"," 0"," 0"," 3"," 4"," 7"," 1"," 8"," 0"," 1","32"," 0","15","13","12","10"," 0"
"GTP.binding.protein.YchF..TIGR00092."," 0"," 5"," 0"," 2","12"," 3"," 5","16","18"," 8","49"," 0","36","31","10","35"," 5"
"pseudouridine.synthase..TIGR00093."," 2"," 0"," 0"," 0","33"," 7","10","23","21"," 6","88","16","63","47","29","54"," 0"
"tRNA.pseudouridine.synthase..TruD.family..TIGR00094.","0","0","0","0","0","4","0","0","1","1","3","5","5","0","5","0","0"
"X16S.rRNA..guanine.966..N.2...methyltransferase.RsmD..TIGR00095."," 1"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 2"," 2","12"," 0"," 7"," 9"," 3"," 8"," 0"
"X16S.rRNA..cytidine.1402..2..O..methyltransferase..TIGR00096."," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 2"," 0"," 3","34"," 1"," 9"," 8","11"," 4"," 0"
"hydroxymethylpyrimidine.kinase.phosphomethylpyrimidine.kinase..TIGR00097."," 0"," 0"," 0"," 0"," 1"," 0"," 2"," 0"," 0"," 2","13"," 0"," 7","10","10","17"," 0"
"Cof.like.hydrolase..TIGR00099."," 0"," 0"," 0"," 0","14","12","13"," 9","13"," 7","55","12","24","21","22"," 7"," 0"
"hydrogenase.nickel.insertion.protein.HypA..TIGR00100.","0","0","0","0","4","0","0","0","0","1","0","0","1","0","0","0","0"
"urease.accessory.protein.UreG..TIGR00101."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 5"," 0","10"," 0"," 6"," 4"," 2","11"," 0"
"DNA.binding.protein..YbaB.EbfC.family..TIGR00103.","1","0","0","0","2","0","1","0","0","0","8","2","1","3","1","0","0"
"tRNA.Thr.GGU..m.6.t.6.A37.methyltransferase.TsaA..TIGR00104."," 1"," 0"," 0"," 0"," 3"," 1"," 3"," 1"," 6"," 6","10"," 3"," 4"," 1"," 3"," 0"," 0"
"ribosomal.protein.L31..TIGR00105."," 0"," 0"," 0"," 0"," 3"," 1"," 0"," 2"," 3"," 1"," 4"," 0"," 9"," 2"," 3","13"," 0"
"uncharacterized.protein..MTH1187.family..TIGR00106.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"purine.nucleoside.phosphorylase..TIGR00107."," 0"," 1"," 0"," 0"," 1"," 6"," 8"," 1"," 9"," 2","11"," 0","11"," 3"," 5"," 9"," 0"
"ferrochelatase..TIGR00109."," 0","32"," 0"," 0"," 5"," 6"," 0"," 5","17"," 7","60"," 7","32","28","22","27"," 2"
"dihydroxy.acid.dehydratase..TIGR00110.","  0","  0","  0","  0"," 38","  8","  8"," 25"," 27"," 24","116"," 10"," 67"," 53"," 39"," 65","  2"
"mRNA.surveillance.protein.pelota..TIGR00111.","0","0","0","0","2","1","0","0","1","0","0","0","7","1","5","2","3"
"pyrroline.5.carboxylate.reductase..TIGR00112."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 8"," 5","32"," 3","11","13"," 3","12"," 0"
"S.adenosylmethionine.tRNA.ribosyltransferase.isomerase..TIGR00113."," 0"," 3"," 0"," 2","13"," 4"," 4"," 5","14","12","47"," 5","36"," 9"," 4","12"," 0"
"X6.7.dimethyl.8.ribityllumazine.synthase..TIGR00114."," 0"," 0"," 0"," 0"," 8"," 0"," 1"," 1","10"," 1","22"," 1","11"," 9"," 3"," 4"," 0"
"trigger.factor..TIGR00115."," 0"," 0"," 0"," 0","15"," 4"," 8","13","13","10","59","14","39","37","19","49"," 0"
"translation.elongation.factor.Ts..TIGR00116."," 0"," 0"," 0"," 0"," 3"," 3"," 9"," 5"," 4"," 3","29"," 3","19","26","20","14"," 0"
"aconitate.hydratase.2..TIGR00117."," 0"," 0"," 0"," 0","32"," 1"," 5"," 8","14","10","66","10","51","15","19","22"," 0"
"acetolactate.synthase..large.subunit..biosynthetic.type..TIGR00118.","  0","  0","  0","  0"," 40","  9"," 20"," 13"," 23"," 24","134"," 32"," 67"," 59"," 50"," 89","  0"
"acetolactate.synthase..small.subunit..TIGR00119."," 0"," 0"," 0"," 0"," 6"," 1"," 5"," 5"," 3"," 1","30"," 1","21","23","13","16"," 0"
"glutamate.N.acetyltransferase.amino.acid.acetyltransferase..TIGR00120."," 0"," 1"," 0"," 1","11"," 0","10","16"," 3"," 4","40"," 7","20","24","11","20"," 1"
"biotin...acetyl.CoA.carboxylase..ligase..TIGR00121."," 0"," 0"," 0"," 4"," 2"," 2"," 3"," 3"," 2"," 0","19"," 2"," 9","11"," 4"," 4"," 0"
"biotin.operon.repressor..TIGR00122.","0","0","0","1","0","6","2","0","0","0","5","0","4","0","2","0","0"
"cobalamin.biosynthesis.protein.CbiM..TIGR00123.","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"X.citrate..pro.3S..lyase..ligase..TIGR00124.","0","0","0","0","0","0","2","0","0","1","0","1","0","1","2","0","0"
"cytidyltransferase.like.domain..TIGR00125."," 0"," 0"," 0"," 0","22","14","10"," 6","13"," 8","75"," 3","52","61","42","45"," 0"
"deoxyribose.phosphate.aldolase..TIGR00126."," 0"," 0"," 0"," 2","10"," 0"," 0"," 1"," 0"," 7","12"," 4","20"," 6"," 8","19"," 1"
"isocitrate.dehydrogenase..NADP.dependent..TIGR00127."," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 7"," 7"," 0","11"," 0","11"," 2"," 9","27"," 0"
"malonyl.CoA.acyl.carrier.protein.transacylase..TIGR00128."," 0"," 1"," 0"," 0"," 8"," 0"," 1"," 9"," 3"," 1","39"," 8","20","27"," 7","22"," 0"
"formate.dehydrogenase.family.accessory.protein.FdhD..TIGR00129."," 2"," 0"," 0"," 2"," 2"," 2"," 5"," 3"," 2"," 2","23"," 4","18","16"," 7","24"," 2"
"galactokinase..TIGR00131."," 0"," 0"," 0"," 6"," 2"," 6"," 0"," 4"," 0"," 0","26"," 6","14","15"," 3"," 7"," 0"
"aspartyl.glutamyl.tRNA.Asn.Gln..amidotransferase..A.subunit..TIGR00132."," 1"," 0"," 0"," 0","14"," 2","16","19","14"," 9","58"," 3","30","36","21","46"," 1"
"aspartyl.glutamyl.tRNA.Asn.Gln..amidotransferase..B.subunit..TIGR00133."," 0"," 0"," 0"," 0","11"," 0"," 7"," 4"," 5"," 1","44"," 3","45","40","14","53"," 0"
"glutamyl.tRNA.Gln..amidotransferase..subunit.E..TIGR00134.","0","0","0","0","0","2","0","0","0","0","0","0","0","2","1","2","0"
"aspartyl.glutamyl.tRNA.Asn.Gln..amidotransferase..C.subunit..TIGR00135."," 1"," 0"," 0"," 0"," 2"," 1"," 1"," 2"," 1"," 2","13"," 0","13"," 0"," 3"," 8"," 0"
"tRNA.uridine.5.carboxymethylaminomethyl.modification.enzyme.GidA..TIGR00136."," 1"," 5"," 0"," 3"," 9","13","15","19","16","21","96","14","70","40","16","65"," 0"
"tRNA.m.5.U.54.methyltransferase..TIGR00137."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 2"," 5"," 4"," 3"," 3"," 5"," 7","24"," 0"
"X16S.rRNA..guanine.527..N.7...methyltransferase.RsmG..TIGR00138."," 0"," 1"," 0"," 5"," 2"," 5"," 4"," 6"," 4"," 4","17"," 2","13"," 8","13"," 9"," 4"
"homoaconitase..TIGR00139.","1","0","0","0","2","0","0","1","2","1","3","0","3","2","3","0","0"
"hydrogenase.maturation.peptidase.HycI..TIGR00142.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0"
"carbamoyltransferase.HypF..TIGR00143.","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","3","0"
"beta.ribofuranosylaminobenzene.5..phosphate.synthase.family..TIGR00144.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FTR1.family.protein..TIGR00145.","0","0","0","0","0","5","0","0","2","0","1","2","2","2","7","0","0"
"lipid.kinase..YegS.Rv2252.BmrU.family..TIGR00147.","0","0","0","0","2","0","1","0","1","2","8","2","7","2","5","5","0"
"decarboxylase..UbiD.family..TIGR00148."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 2"," 0","15"," 0","29"," 0","15"," 5"," 0"
"secondary.thiamine.phosphate.synthase.enzyme..TIGR00149."," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 2"," 0"," 1"," 1"," 8"," 0"," 2","12"," 0"
"tRNA.threonylcarbamoyl.adenosine.modification.protein.YjeE..TIGR00150."," 0"," 0"," 0"," 1"," 6"," 1"," 3"," 2"," 2"," 1","18"," 4","11"," 1"," 1"," 9"," 4"
"X2.C.methyl.D.erythritol.2.4.cyclodiphosphate.synthase..TIGR00151.","0","0","0","0","2","0","4","0","0","0","7","0","5","3","4","6","0"
"dephospho.CoA.kinase..TIGR00152."," 0"," 0"," 0"," 1"," 1"," 2"," 0"," 2"," 1"," 0"," 6"," 4","10"," 5"," 4"," 4"," 2"
"TIGR00153.family.protein..TIGR00153.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"X4..cytidine.5..diphospho..2.C.methyl.D.erythritol.kinase..TIGR00154."," 0"," 0"," 0"," 0"," 8"," 0"," 4"," 0"," 5"," 5","23"," 0"," 8"," 1"," 9"," 9"," 0"
"integral.membrane.protein..PqiA.family..TIGR00155."," 0"," 0"," 0"," 0"," 5"," 7"," 5"," 6"," 1"," 2","19"," 4","19"," 0","13"," 4"," 0"
"TIGR00156.family.protein..TIGR00156.","0","1","0","0","0","1","1","2","2","0","2","6","2","0","2","2","0"
"ribosome.small.subunit.dependent.GTPase.A..TIGR00157."," 0"," 0"," 0"," 0","11"," 7"," 2","13"," 2"," 1","40"," 5","14","31","15","20"," 2"
"ribosomal.protein.L9..TIGR00158."," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 2"," 3"," 1","15"," 2"," 6"," 9"," 3"," 8"," 0"
"TIGR00159.family.protein..TIGR00159.","0","0","0","0","0","0","0","0","0","0","0","0","9","2","3","1","0"
"methylglyoxal.synthase..TIGR00160.","0","0","0","1","1","0","4","1","1","0","1","6","4","0","1","3","0"
"phosphatidylserine.decarboxylase..TIGR00163."," 0"," 0"," 0"," 0"," 9"," 0"," 3"," 4","10"," 5","22"," 3","17"," 7"," 9","15"," 0"
"phosphatidylserine.decarboxylase.homolog..TIGR00164."," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 3"," 0"," 0","14"," 0"," 3","14"," 3"," 4"," 0"
"ribosomal.protein.S18..TIGR00165."," 0","37"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 0"," 2"," 0"
"ribosomal.protein.S6..TIGR00166."," 0"," 0"," 0"," 0"," 8"," 0"," 5"," 0"," 2"," 2","15"," 0"," 9"," 4"," 6","13"," 0"
"ketose.bisphosphate.aldolase..TIGR00167."," 0"," 0"," 0"," 0","21"," 9","13","17","16","12","89","14","57","41","31","33"," 6"
"translation.initiation.factor.IF.3..TIGR00168."," 0"," 0"," 0"," 0"," 7"," 2"," 5"," 8"," 4"," 4","21"," 1","15","11","14","19"," 3"
"X3.isopropylmalate.dehydrogenase..TIGR00169."," 0"," 0"," 0"," 0"," 9"," 0"," 3"," 1"," 9"," 0","44","11","17","16"," 9","39"," 0"
"X3.isopropylmalate.dehydratase..large.subunit..TIGR00170."," 0"," 0"," 0"," 0","18"," 1"," 6"," 7","19","10","65"," 6","26","57","23","57"," 0"
"X3.isopropylmalate.dehydratase..small.subunit..TIGR00171."," 0"," 0"," 0"," 0"," 9"," 3"," 2"," 3"," 6"," 1","39"," 0","18","13","13","26"," 2"
"septum.formation.protein.Maf..TIGR00172."," 1"," 1"," 0"," 1"," 6"," 1"," 4"," 4"," 5"," 7","30"," 8","20"," 4"," 9","10"," 2"
"X2.succinyl.5.enolpyruvyl.6.hydroxy.3.cyclohexene.1.carboxylic.acid.synthase..TIGR00173."," 0"," 1"," 0"," 0"," 5"," 0"," 0"," 7"," 0"," 0"," 9"," 3","15","17"," 9","10"," 2"
"tRNA.dimethylallyltransferase..TIGR00174."," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 6"," 5","18"," 4","25","15"," 8","13"," 0"
"isocitrate.dehydrogenase..NAD.dependent..TIGR00175.","0","0","0","0","0","0","0","0","3","0","2","0","1","4","2","4","0"
"molybdopterin.guanine.dinucleotide.biosynthesis.protein.B..TIGR00176.","2","6","0","0","0","0","0","0","0","0","6","0","3","0","3","1","0"
"molybdenum.cofactor.synthesis.domain..TIGR00177."," 3"," 0"," 0"," 0","20","11"," 4"," 6","11"," 6","46"," 6","39","36","25","36"," 0"
"isocitrate.dehydrogenase..NADP.dependent..TIGR00178."," 0"," 0"," 0"," 0","21"," 0"," 8"," 7","15"," 7","51"," 0","28","32","13","10"," 3"
"UDP.N.acetylenolpyruvoylglucosamine.reductase..TIGR00179."," 0"," 0"," 0"," 0","13","10"," 0"," 4"," 6"," 1","47"," 8","32","21","16","31"," 4"
"ParB.RepB.Spo0J.family.partition.protein..TIGR00180."," 0"," 0"," 0"," 4","12"," 0","12"," 6","11","11","49","13","41","19","11","27"," 0"
"oligoendopeptidase.F..TIGR00181."," 0"," 0"," 0"," 0"," 0"," 0"," 7"," 0"," 0"," 1","12"," 0"," 0"," 0"," 7"," 9"," 0"
"fatty.acid.phospholipid.synthesis.protein.PlsX..TIGR00182."," 0"," 0"," 0"," 0"," 2"," 4"," 9"," 2"," 3"," 0","36"," 5","22","12","12","30"," 0"
"isocitrate.dehydrogenase..NADP.dependent..TIGR00183."," 0"," 0"," 0"," 0"," 5"," 4"," 5"," 2"," 6"," 7","37"," 3","40","16","10","15"," 0"
"adenylosuccinate.synthase..TIGR00184."," 0"," 0"," 0"," 0","21"," 3","23","21","18"," 7","53"," 9","41","50","38","45"," 2"
"tRNA..cytidine.34..2..O..methyltransferase..TIGR00185.","1","0","0","0","2","3","1","0","2","0","6","3","4","3","1","2","0"
"RNA.methyltransferase..TrmH.family..group.3..TIGR00186."," 0"," 0"," 0"," 0","13"," 1"," 0"," 5"," 7"," 2","33"," 7","21","19"," 6","11"," 0"
